realkey,ownkey,house_no,extension,stdirect,sttype,street_nam,unit,landlot,landdist,landgmd,zoningcode,return_val,assess_rsn,parcel_no,legal_desc,val_chg,prev_val,curr_val,valchgdate,land_type,taxdistric,homeexempt,cuv_renew,orighomval,currhomval,reviewdate,datenow,appraiser,pcy,ccy,hcy,ovrideval,influence1,influence2,influence3,influence4,influence5,influence6,influence7,infltype1,infltype2,infltype3,infltype4,infltype5,infltype6,infltype7,digclass,digstrat,topography,water,sewer,gas,electricty,roadstreet,roadclass,distdrain,nbrstatus,zoning,acc,desire,a_value,p_value,woodacres,totalacres,vendno,histval,fuserid,neighbhood,newownrflg,splitsflg,homedate,spdist,realgrowth,inflgrowth,acctstatus,histyr1,histval1,histyr2,histval2,histyr3,histval3,lat,lon,apprname,alternate,land_appr,ovrdate,ovr_rsn,a_calc,p_calc,ezy,ez_exempt,quad,income,exists,subd_name,subd_lot,subd_blk,subd_sec,subd_phse,io_name,io_date,ovr_acres,parcel_no2,boe_year,boe_value,createdate,zip,statehsval,flcy,fl08val,flbaseval,fl08acres,flappnum,fl08perac,mavorig,mavcurr,mavag,mavpref,mavprev,mavovr,fmvres,fmvcom,fmvacc,mavres,mavcom,mavacc,sale_val,saleland1,saleland2,saleimpcs1,saleimp1,saleimpcs2,saleimp2,returnmail,orighsval2,currhsval2,covhs,covparent,covrealkey,siteaddid,unittype
3692,16428,216,,E,ST,DYKES,,143,21,,,0,,A21    063,216 E DYKES ST- -E PROVIDERS,0,35833,35833,5/6/2011,1,01,S0,0,0,0,9/18/2007,9/10/2008,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,C,3,001,001,001,001,001,001,001,001,001,001,2,C,15675,0,0.00,0.24,,0,,,0,0,18991230,0,0,0,-1,2012,35833,2011,35833,2010,39568,,,"CLEGG BAZEMORE, AVTACS",,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C16    041 CRN,0,0,18991230,,0,,15675,15675,0.24,,65312.50,0,0,0,0,0,0,0,16126,4032,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3693,16429,218,,E,ST,DYKES,,143,21,,,0,,A21    064,218 E DYKES ST --,0,20321,20321,18991230,1,01,S0,0,0,0,10/23/2007,6/1/2011,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,C,3,001,001,001,001,001,001,001,001,001,001,2,C,20321,0,0.00,0.30,,0,,,0,0,18991230,0,0,0,-1,2012,20321,2011,20321,2010,20321,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C16    042 CRN,0,0,18991230,,0,,20321,20321,0.30,,67736.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3694,16430,0,,,AVE,THIRD,,141,21,,,0,,A11    006,,0,12000,12000,7/24/2008,1,01,S0,0,0,0,11/19/2007,2/29/2008,mary jo,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,12000,0,0.00,1.63,,0,,,0,0,7/6/1998,0,0,0,-1,2012,12000,2011,12000,2010,12000,,,CHRIS KIGHT - AVTACS,,CHRIS KIGHT - AVTACS,18991230,,0,0,,0,,0,0,DYKESBORO SUBD,8-9,,,,,18991230,0.00,C20    001 CRN,0,0,18991230,,0,,12000,12000,1.63,,7361.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3695,19971,183,,,ST,PEACH,,173,21,,,0,,B25B   129,183 PEACH ST- -LELIA MAE JENKINS,0,53648,53648,5/6/2011,1,01,S0,0,0,0,7/13/2007,3/3/2008,mary jo,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,4000,0,0.00,0.33,,0,,,0,0,18991230,0,0,0,-1,2012,53648,2011,53648,2010,58592,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C04    001 CRN,0,0,18991230,,0,,4000,4000,0.33,,12121.21,0,0,0,0,0,0,49648,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3696,16432,140,,S,ST,TWELFTH,,144,21,,,0,,B38B   006,140 S TWELFTH ST,0,121744,121744,18991230,1,01,S4,0,0,0,12/11/2007,9/13/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,003,003,002,002,003,005,003,002,001,2,C,18000,0,0.00,1.94,,0,,,0,0,1/1/2002,0,0,0,-1,2012,121744,2011,121744,2010,132150,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C29    015 CRN,0,0,18991230,,120144,,18000,18000,1.94,,9278.35,0,0,0,0,0,0,100564,0,3180,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3697,16433,0,,,RD,BERKLEY,,,,,,0,,B38B   032,,0,6720,6720,5/12/2008,1,01,S0,0,0,0,12/12/2007,2/29/2008,mary jo,,,,0,0.70,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,6720,0,0.00,0.46,,0,,,0,0,6/9/1998,0,0,0,-1,2012,6720,2011,6720,2010,6720,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,32,,,,,18991230,0.00,C29    063 CRN,0,0,18991230,,0,,6720,6720,0.46,,14608.70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3698,16434,163,,,RD,BERKLEY,,,,,,0,,B38B   032A,163 BERKLEY RD,0,134586,134586,5/6/2011,1,01,S1,0,0,0,12/12/2007,5/27/2010,lee anne,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,0,,12000,0,0.00,0.46,,0,,,0,0,18991230,0,0,0,-1,2012,134586,2011,134586,2010,142800,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,33,,,,,18991230,0.00,C29    063ACRN,0,0,18991230,,0,,12000,12000,0.46,,26086.96,0,0,0,0,0,0,116994,0,5592,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3699,16435,0,,,RD,BERKLEY,,,,,,0,,B38B   033,,0,6720,6720,5/5/2008,1,01,S0,0,0,0,12/12/2007,2/29/2008,mary jo,,,,0,0.70,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,6720,0,0.00,0.47,,0,,,0,0,6/9/1998,0,0,0,-1,2012,6720,2011,6720,2010,6720,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C29    062 CRN,0,0,18991230,,0,,6720,6720,0.47,,14297.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3700,16436,163,,E,ST,DYKES,,158,21,,,0,,A15    130,163 E DYKES ST (RENTAL),0,42604,42604,18991230,1,01,S0,0,0,0,10/5/2007,10/17/2012,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,10500,0,0.00,0.14,,0,,,0,0,18991230,0,0,0,-1,2012,42604,2011,42604,2010,47617,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C11    054 CRN,0,0,18991230,,0,,10500,10500,0.14,,75000.00,0,0,0,0,0,0,32004,0,100,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3701,16437,143,,,ST,JESSUP,,173,21,,,0,,B25B   137,BK C LT 25 & 26 LATTIMORE GROVE SUBD,0,44270,44270,5/6/2011,1,01,S0,0,0,0,7/31/2007,10/8/2008,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,3600,0,0.00,0.24,,0,,,0,0,18991230,0,0,0,-1,2012,44270,2011,44270,2010,48420,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C02    015 CRN,0,0,18991230,,0,,3600,3600,0.24,,15000.00,0,0,0,0,0,0,40370,0,300,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3703,16439,180,,,ST,PEACH,,173,21,,,0,,A07    078,180 PEACH ST,0,25248,25248,18991230,1,01,S0,0,0,0,11/27/2007,6/20/2013,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,3200,0,0.00,0.24,,0,,,0,0,18991230,0,0,0,-1,2012,25248,2011,25248,2010,28039,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C03    084 CRN,0,0,18991230,,0,,3200,3200,0.24,,13333.33,0,0,0,0,0,0,22048,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3704,16440,137,,,ST,JACKSON,,,,,,0,,A09    057,137 JACKSON ST,0,29009,29009,18991230,1,01,S3,0,0,0,11/26/2007,9/24/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,2400,0,0.00,0.34,,0,,,0,0,1/1/2002,0,0,0,-1,2012,29009,2011,29009,2010,35273,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C09    046 CRN,0,0,18991230,,0,,2400,2400,0.34,,7058.82,0,0,0,0,0,0,26009,0,600,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3705,16441,0,,,LN,PHILLIPS,,,,,,0,,A15    030,LAND & HOME 110X170,0,3000,3000,18991230,1,01,S0,0,0,0,9/28/2007,4/22/2010,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,3000,0,0.00,0.43,,0,,,0,0,5/19/1998,0,0,0,-1,2012,3000,2011,3000,2010,3000,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C09    017 CRN,0,0,18991230,,0,,3000,3000,0.43,,6976.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3708,16444,106,,,LN,PHILLIPS,,159,21,,,0,,A15    010,106 PHILLIPS LN,0,3600,3600,18991230,1,01,S0,0,0,0,9/28/2007,4/22/2010,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,3600,0,0.00,0.16,,0,,,0,0,2/9/2001,0,0,0,-1,2012,3600,2011,3600,2010,3600,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C10    064 CRN,0,0,18991230,,0,,3600,3600,0.16,,22500.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3709,16445,114,,,DR,MARTIN LUTHER KING,,142,21,,,0,,A16    227,"LOT 3 & 4, BLOCK F  98X140",0,3300,3300,18991230,1,01,S0,0,0,0,11/2/2007,10/15/2012,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,3300,0,0.00,0.31,,0,,,0,0,4/21/2008,0,0,0,-1,2012,3300,2011,3300,2010,3300,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C15    026 CRN,0,0,18991230,,0,,3300,3300,0.31,,10645.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3711,16447,127,,,ST,ASH,,159,21,,,0,,A15    011,127 ASH ST,0,4400,4400,18991230,1,01,S0,0,0,0,9/28/2007,4/22/2010,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,4400,0,0.00,0.08,,0,,,0,0,18991230,0,0,0,-1,2012,4400,2011,4400,2010,4400,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C10    063 CRN,0,0,18991230,,0,,4400,4400,0.08,,55000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3713,16449,0,,,ST,SIXTH,,,,,,0,,A16    022,HOME 90X150,0,9481,9481,18991230,1,01,S0,0,0,0,11/1/2007,4/9/2012,maryjohill,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,3300,0,0.00,0.31,,0,,,0,0,18991230,0,0,0,-1,2012,9481,2011,9481,2010,10226,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C09    076 CRN,0,0,18991230,,0,,3300,3300,0.31,,10645.16,0,0,0,0,0,0,6181,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3714,16450,156,,,ST,ASH,,,21,,,0,,A15    147,LOT 4 BLK 7 ASH ST,0,11008,11008,5/6/2011,1,01,S0,0,0,0,10/5/2007,5/1/2008,clegg,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,5000,0,0.00,0.63,,0,,,0,0,6/2/1998,0,0,0,-1,2012,11008,2011,11008,2010,11960,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C10    117 CRN,0,0,18991230,,0,,5000,5000,0.63,,7936.51,0,0,0,0,0,0,6008,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3715,16451,215,,E,ST,PETER,,,,,,0,,A21    008,215 E PETER ST,0,87193,87193,5/6/2011,1,01,S1,0,0,0,10/16/2007,4/22/2010,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,8000,0,0.00,0.25,,0,,,0,0,6/29/1998,0,0,0,-1,2012,87193,2011,87193,2010,89980,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C16    106 CRN,0,0,18991230,,0,,8000,8000,0.25,,32000.00,0,0,0,0,0,0,77693,0,1500,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3716,18224,264,,,DR,CREST,,127,21,,,0,,B38B   110,264 CREST DR,0,69664,69664,18991230,1,01,S1,0,0,0,12/14/2007,10/4/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,8000,0,0.00,0.51,,0,,,0,0,1/13/2006,0,0,0,-1,2012,69664,2011,69664,2010,71623,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,LAKE TY NEZ,31,A,,,,18991230,0.00,C29    122 CRN,0,0,18991230,,0,,8000,8000,0.51,,15686.27,0,0,0,0,0,0,61464,0,200,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3717,16453,188,,,LN,PHILLIPS,,159,21,,,0,,A09    051,188 PHILLIPS LN/LT 5 BLK 3/PART 3/MH,-1,6137,5906,1/10/2014,1,01,S1,0,0,0,11/23/2007,9/12/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,1800,0,0.00,0.17,,0,,,0,0,1/1/1999,0,0,0,-1,2012,6410,2011,6410,2010,6410,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C09    031 CRN,0,0,18991230,,0,,1800,1800,0.17,,10588.24,0,0,0,0,0,0,3637,0,700,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3718,16454,148,,N,ST,SECOND,,158,21,,,0,,A15    217,148 N SECOND ST- -ROBERSON & SON BARBER SHOP,0,34323,34323,4/7/2011,1,01,S0,0,0,0,9/10/2007,9/10/2008,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,C,3,001,001,001,001,001,001,001,001,001,001,2,C,6250,0,0.00,0.05,,0,,,0,0,18991230,0,0,0,-1,2012,34323,2011,34323,2010,34351,,,"CLEGG BAZEMORE, AVTACS",,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C10    004 CRN,0,0,18991230,,0,,6250,6250,0.05,,125000.00,0,0,0,0,0,0,0,28073,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3719,16455,116,,,ST,WILMORE,,159,21,,,0,,A16    015,114 WILMORE ST,0,5954,5954,18991230,1,01,S1,0,0,0,11/1/2007,10/4/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,3200,0,0.00,0.66,,0,,,0,0,1/1/1999,0,0,0,-1,2012,5954,2011,5954,2010,6049,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C09    068 CRN,0,0,18991230,,0,,3200,3200,0.66,,4848.48,0,0,0,0,0,0,2754,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3720,16456,115,,,ST,LOWER FIFTH,,,,,,0,,A20    041,115 LOWER FIFTH ST,0,20291,20291,18991230,1,01,S0,0,0,0,11/1/2007,2/28/2013,maryjohill,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,6000,0,0.00,0.36,,0,,,0,0,10/1/2001,0,0,0,-1,2012,20291,2011,20291,2010,22668,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C12    078 CRN,0,0,18991230,,0,,6000,6000,0.36,,16666.67,0,0,0,0,0,0,14291,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3721,16457,129,,,ST,ANN,,157,21,,,0,,A19    024,129 ANN ST,0,152441,152441,5/6/2011,1,01,S1,0,0,0,1/7/2008,4/22/2010,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,24000,0,0.00,1.01,,0,,,0,0,6/11/1998,0,0,0,-1,2012,152441,2011,152441,2010,165390,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,7/8,,,,,18991230,0.00,C12    094 CRN,0,0,18991230,,0,,24000,24000,1.01,,23762.38,0,0,0,0,0,0,123456,0,4985,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3722,16458,134,,,DR,DUSKIN,,,,,,0,,B25B   074,134 DUSKIN DR    MOBILE HOME,-1,15094,14759,1/10/2014,1,01,S1,0,0,0,8/1/2007,1/28/2013,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,003,003,002,002,003,005,002,002,001,2,C,7500,0,0.00,0.99,,0,,,0,0,2/26/2008,0,0,0,-1,2012,12827,2011,12827,2010,15246,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M13A   035 CRN,0,0,18991230,,0,,7500,7500,0.99,,7575.76,0,0,0,0,0,0,7594,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3723,16459,155,,S,ST,FIFTH,,,,,,0,,A20    046,155 S FIFTH ST,0,53174,53174,18991230,1,01,S4,0,0,0,11/1/2007,9/24/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,2000,0,0.00,0.12,,0,,,0,0,3/28/2006,0,0,0,-1,2012,53174,2011,53174,2010,56800,,,LEE ANNE BEARD,CASEY WARREN,LEE ANNE BEARD,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C12    056 CRN,0,0,18991230,,52874,,2000,2000,0.12,,16666.67,0,0,0,0,0,0,50274,0,900,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3724,16460,109,,,LANE,SIXTH STREET,,158,21,,,0,,A14    111,LL158-21LD,0,122117,122117,18991230,1,01,S1,0,0,0,9/24/2007,10/18/2013,maryjohill,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,3000,0,0.00,0.37,,0,,,0,0,5/29/1998,0,0,0,-1,2012,3750,2011,21014,2010,23630,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C11    138 CRN,0,0,18991230,,0,,3750,3750,0.37,,10135.14,0,0,0,0,0,0,119117,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3725,20022,304,,,ST,SIXTH,,158,21,,,0,,A15    111,,0,5600,5600,5/19/2008,1,01,S0,0,0,0,10/4/2007,12/23/2007,debbie,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,003,003,002,002,003,005,002,002,001,2,C,5600,0,0.00,0.16,,0,,,0,0,18991230,0,0,0,-1,2012,5600,2011,5600,2010,5600,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C16    002 CRN,0,0,18991230,,0,,5600,5600,0.16,,35000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3726,16462,108,,,ST,JACKSON,,,,,,0,,A15    005,108 JACKSON ST,0,21607,21607,5/6/2011,1,01,S0,0,0,0,9/28/2007,4/22/2010,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,1600,0,0.00,0.14,,0,,,0,0,5/26/1998,0,0,0,-1,2012,21607,2011,21607,2010,24888,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C10    069 CRN,0,0,18991230,,0,,1600,1600,0.14,,11428.57,0,0,0,0,0,0,20007,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3727,16463,182,,SE,ST,SECOND,,157,21,,,0,,A13    143,RENTAL PROPERTY,0,60167,60167,5/6/2011,1,01,S0,0,0,0,10/31/2007,9/22/2008,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,003,003,002,002,003,005,002,002,001,2,C,14400,0,0.00,0.57,,0,,,0,0,1/1/2002,0,0,0,-1,2012,60167,2011,60167,2010,66407,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,8,1,,,,18991230,0.00,C08    029 CRN,0,0,18991230,,0,,14400,14400,0.57,,25263.16,0,0,0,0,0,0,44567,0,1200,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3729,16465,117,,,DR,CREST,,144,21,,,0,,A20    112,117 CREST DR,0,93143,93143,18991230,1,01,S0,0,0,0,11/13/2007,10/18/2012,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,12000,0,0.00,0.60,,0,,,0,0,2/7/2007,0,0,0,-1,2012,93143,2011,93143,2010,101668,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,MCVAY HEIGHTS SUBD,1,C,,,,18991230,0.00,C18    006 CRN,0,0,18991230,,0,,12000,12000,0.60,,20000.00,0,0,0,0,0,0,81143,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3730,16466,308,,,RD,MAC THOMPSON,,175,21,,,0,,B37A   171,308 MAC THOMPSON RD,0,164089,164089,5/6/2011,1,01,S1,0,0,0,12/7/2007,9/17/2008,maryjohill,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,12000,0,0.00,0.60,,0,,,0,0,18991230,0,0,0,-1,2012,164089,2011,164089,2010,177150,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,B,,,,18991230,0.00,M20H   233 CRN,0,0,18991230,,0,,12000,12000,0.60,,20000.00,0,0,0,0,0,0,137934,0,14155,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3732,16468,511,,,DR,MARTIN LUTHER KING,,142,21,,,0,,A10    020,RANGE NO. 5 BLK NO. 1,0,11682,11682,18991230,1,01,S0,0,0,0,11/16/2007,9/9/2013,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,1800,0,0.00,0.11,,0,,,0,0,7/7/1998,0,0,0,-1,2012,11682,2011,11682,2010,13766,,,CHRIS KIGHT - AVTACS,,CHRIS KIGHT - AVTACS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C20    038 CRN,0,0,18991230,,0,,1800,1800,0.11,,16363.64,0,0,0,0,0,0,9882,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
3733,16469,114,,,ST,ASH,,142,21,,,0,,A22    020,114 ASH ST,0,58834,58834,5/6/2011,1,01,S1,0,0,0,11/1/2007,4/22/2010,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,4000,0,0.00,0.19,,0,,,0,0,7/7/1998,0,0,0,-1,2012,58834,2011,58834,2010,60619,,,CHRIS KIGHT - AVTACS,,CHRIS KIGHT - AVTACS,18991230,,0,0,,0,,0,0,,21,,,,,18991230,0.00,C22    033 CRN,0,0,18991230,,0,,4000,4000,0.19,,21052.63,0,0,0,0,0,0,54834,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
